Datetime,Close,MACD_Crossover,YBR_Crossover,adx,macd,candle,Signal,Return
2022-10-06 10:00:00-04:00,3788.5,0,1,19.207243,0.52947,NO_PATTERN,0,-0.1
2022-10-06 11:00:00-04:00,3771.0,0,2,18.078525,-0.839892,CDLCLOSINGMARUBOZU_Bear,0,
2022-10-06 12:00:00-04:00,3779.0,0,2,16.944303,-1.265005,NO_PATTERN,0,
2022-10-06 13:00:00-04:00,3778.5,0,2,15.891097,-1.623541,CDLDOJI_Bull,0,
2022-10-06 14:00:00-04:00,3758.75,0,0,16.068908,-3.461443,CDLBELTHOLD_Bull,0,
2022-10-06 15:00:00-04:00,3756.0,0,0,16.234019,-5.08132,CDLSPINNINGTOP_Bear,0,
2022-10-06 16:00:00-04:00,3751.0,0,0,16.441399,-6.691409,CDLHIKKAKE_Bull,0,
2022-10-06 17:00:00-04:00,3756.75,0,0,16.633966,-7.417929,NO_PATTERN,0,
2022-10-06 18:00:00-04:00,3746.0,0,0,17.296563,-8.760155,CDLDOJI_Bull,0,
2022-10-06 19:00:00-04:00,3746.0,0,0,17.747857,-9.711926,CDLDOJI_Bull,0,
2022-10-06 20:00:00-04:00,3750.5,0,0,18.117658,-9.987964,NO_PATTERN,0,
2022-10-06 21:00:00-04:00,3755.25,0,0,18.204982,-9.711493,NO_PATTERN,0,
2022-10-06 22:00:00-04:00,3758.5,0,0,17.758648,-9.124953,NO_PATTERN,0,
2022-10-06 23:00:00-04:00,3752.0,0,0,17.5376,-9.079943,CDLBELTHOLD_Bear,0,
2022-10-07 00:00:00-04:00,3747.0,0,0,17.620826,-9.340065,CDL3OUTSIDE_Bear,0,
2022-10-07 01:00:00-04:00,3748.75,0,0,17.888937,-9.297823,CDLSPINNINGTOP_Bull,0,
2022-10-07 02:00:00-04:00,3739.25,0,0,18.938828,-9.916604,NO_PATTERN,0,
2022-10-07 03:00:00-04:00,3746.0,0,0,19.614048,-9.749933,NO_PATTERN,0,
2022-10-07 04:00:00-04:00,3752.25,0,0,20.241038,-9.009664,CDLCLOSINGMARUBOZU_Bull,0,
2022-10-07 05:00:00-04:00,3758.25,1,0,19.832577,-7.848375,CDLBELTHOLD_Bull,0,
2022-10-07 06:00:00-04:00,3755.0,1,0,19.600327,-7.108352,NO_PATTERN,0,
2022-10-07 07:00:00-04:00,3755.75,1,0,19.353929,-6.387726,CDLDOJI_Bull,0,
2022-10-07 08:00:00-04:00,3714.5,2,0,21.83592,-9.040937,CDLHIKKAKE_Bear,0,
2022-10-07 09:00:00-04:00,3678.25,2,0,24.737585,-13.90837,NO_PATTERN,0,
2022-10-07 10:00:00-04:00,3687.75,2,0,27.553523,-16.805552,NO_PATTERN,0,
2022-10-07 11:00:00-04:00,3675.75,0,0,30.168321,-19.841172,NO_PATTERN,0,
2022-10-07 12:00:00-04:00,3661.0,0,0,32.891394,-23.170035,CDLHIKKAKE_Bull,0,
2022-10-07 13:00:00-04:00,3657.0,0,0,35.482312,-25.833161,NO_PATTERN,0,
