Datetime,Return,Predictions
2024-07-16 00:45:00+00:00,0.0,-0.014764978775040983
2024-07-16 01:00:00+00:00,0.0,-0.014764978775040983
2024-07-16 01:15:00+00:00,0.02,-0.02405143203800799
2024-07-16 01:30:00+00:00,-0.01,-0.026267569312590267
2024-07-16 01:45:00+00:00,-0.07,-0.02737801636561075
2024-07-16 02:00:00+00:00,0.0,-0.03185577457052383
2024-07-16 02:15:00+00:00,-0.04,-0.015011946257686213
2024-07-16 02:30:00+00:00,0.01,-0.016536046981378952
2024-07-16 02:45:00+00:00,-0.1,0.03741695012480609
2024-07-16 03:00:00+00:00,0.09,0.04123549744489142
2024-07-16 03:15:00+00:00,-0.04,-0.020553099478005644
2024-07-16 03:30:00+00:00,-0.04,0.01627736131236298
2024-07-16 03:45:00+00:00,-0.1,0.14040939137648306
2024-07-16 04:00:00+00:00,0.05,0.19768482402959162
2024-07-16 04:15:00+00:00,0.04,0.14635160286579596
2024-07-16 04:30:00+00:00,0.08,0.3311021997583064
2024-07-16 04:45:00+00:00,0.0,0.30859920961860965
2024-07-16 05:00:00+00:00,0.01,0.16419615664102416
2024-07-16 05:15:00+00:00,-0.03,0.1322043221612103
2024-07-16 05:30:00+00:00,0.04,0.1322043221612103
2024-07-16 05:45:00+00:00,0.03,0.1322043221612103
2024-07-16 06:00:00+00:00,0.04,0.14292241171945744
2024-07-16 06:15:00+00:00,-0.03,0.19768482402959162
2024-07-16 06:30:00+00:00,-0.04,0.17212528090418275
2024-07-16 06:45:00+00:00,0.03,0.1278437166004231
2024-07-16 07:00:00+00:00,-0.01,0.03146303943905617
2024-07-16 07:15:00+00:00,0.0,0.10101144421794032
2024-07-16 07:30:00+00:00,0.03,-0.008582985867981485
2024-07-16 07:45:00+00:00,0.0,0.09607198381614951
2024-07-16 08:00:00+00:00,0.0,0.09156948951892722
2024-07-16 08:15:00+00:00,0.01,0.1102585316116977
2024-07-16 08:30:00+00:00,-0.1,0.031868148114723244
2024-07-16 08:45:00+00:00,-0.04,-0.02264515675893933
2024-07-16 09:00:00+00:00,-0.08,-0.01439954177485613
2024-07-16 09:15:00+00:00,-0.1,-0.01769137295793176
2024-07-16 09:30:00+00:00,-0.1,-0.02176979961608219
2024-07-16 09:45:00+00:00,-0.1,0.04123549744489142
2024-07-16 10:00:00+00:00,0.02,0.1102585316116977
2024-07-16 10:15:00+00:00,-0.06,0.026523492064672846
2024-07-16 10:30:00+00:00,-0.1,0.04752288137036032
2024-07-16 10:45:00+00:00,-0.1,0.08900229122394712
2024-07-16 11:00:00+00:00,-0.1,0.009426543332758018
2024-07-16 11:15:00+00:00,-0.1,0.03101030923788444
2024-07-16 11:30:00+00:00,-0.1,0.026585278420164414
2024-07-16 11:45:00+00:00,-0.1,0.32760749052944993
2024-07-16 12:00:00+00:00,-0.1,-0.04262613366477072
2024-07-16 12:15:00+00:00,-0.05,-0.01997598185560893
2024-07-16 12:30:00+00:00,0.28,0.036513445150497946
2024-07-16 12:45:00+00:00,-0.1,-0.014764978775040983
2024-07-16 13:00:00+00:00,0.14,-0.030513004202491704
2024-07-16 13:15:00+00:00,0.21,0.01797782485021809
2024-07-16 13:30:00+00:00,0.19,-0.0320404016172188
2024-07-16 13:45:00+00:00,0.13,-0.032795584400766804
2024-07-16 14:00:00+00:00,0.14,-0.032973553361630506
2024-07-16 14:15:00+00:00,0.1,-0.032973553361630506
2024-07-16 14:30:00+00:00,-0.07,-0.027267837178326305
2024-07-16 14:45:00+00:00,-0.1,-0.027267837178326305
2024-07-16 15:00:00+00:00,-0.08,-0.027267837178326305
2024-07-16 15:15:00+00:00,-0.09,-0.032973553361630506
2024-07-16 15:30:00+00:00,-0.07,-0.032795584400766804
2024-07-16 15:45:00+00:00,-0.1,-0.030513004202491704
2024-07-16 16:00:00+00:00,-0.1,-0.02405143203800799
2024-07-16 16:15:00+00:00,-0.1,-0.026732990657779548
2024-07-16 16:30:00+00:00,-0.1,0.013893981901008247
2024-07-16 16:45:00+00:00,-0.1,0.022969523617546214
2024-07-16 18:00:00+00:00,-0.1,0.022012249371060756
2024-07-16 18:15:00+00:00,-0.1,0.030024853789161948
2024-07-16 18:30:00+00:00,-0.1,0.058866810473322755
2024-07-16 18:45:00+00:00,-0.1,0.046026318748190506
2024-07-16 19:00:00+00:00,-0.09,0.05106335889654281
2024-07-16 19:15:00+00:00,-0.07,-0.004614783985403371
2024-07-16 19:30:00+00:00,-0.08,-0.025376753883284583
2024-07-16 19:45:00+00:00,-0.07,-0.024298399520653224
2024-07-16 20:00:00+00:00,-0.05,-0.030513004202491704
2024-07-16 20:15:00+00:00,-0.05,-0.03185577457052383
2024-07-16 20:30:00+00:00,-0.09,-0.032973553361630506
2024-07-16 20:45:00+00:00,-0.05,-0.032973553361630506
2024-07-16 21:00:00+00:00,-0.04,-0.033209115847192994
2024-07-16 21:15:00+00:00,-0.04,-0.033209115847192994
